Employee_ID,First_Name,Last_Name,Gender,Department,Location,Hire_Date,Exit_Date,Status,Salary,Engagement_Score,Performance_Rating,Tenure_Years,Risk_Score
109903,Joshua,Rivera,Male,Finance,India,2022-09-14,,Active,1179732,2.16,1,3.42,0.57
109904,Cindy,Guerrero,Female,Finance,Singapore,2022-07-17,,Active,1036156,2.47,1,3.58,0.51
109905,Angelica,Williams,Female,IT,Germany,2022-08-07,2024-06-23,Resigned,1678607,3.56,3,3.52,0.29
109906,Julian,Thomas,Male,HR,UK,2022-03-14,,Active,866391,4.98,5,3.92,0.0
109907,Maureen,Jordan,Female,Operations,India,2022-03-17,2023-06-22,Resigned,533476,2.5,2,3.91,0.5
109908,Andrew,Lynch,Male,IT,Singapore,2022-12-20,,Active,1078892,4.47,5,3.15,0.11
109909,Jasmine,Anderson,Male,IT,Singapore,2022-09-18,2024-09-10,Resigned,1869382,3.9,4,3.41,0.22
109910,Cathy,Vargas,Female,Sales,India,2022-01-23,,Active,1663164,3.74,4,4.06,0.25
109911,Katrina,Mendoza,Male,Marketing,Germany,2022-08-18,,Active,1085082,3.21,3,3.49,0.36
109912,Curtis,Moreno,Female,Marketing,UK,2022-12-05,,Active,602353,3.06,3,3.19,0.39
109913,Lauren,Campos,Female,Marketing,USA,2022-06-07,,Active,690391,2.99,2,3.69,0.4
109914,Luis,Griffin,Female,HR,Germany,2022-02-09,,Active,954104,3.77,4,4.01,0.25
109915,Matthew,Bright,Male,Finance,Singapore,2022-05-17,,Active,708949,3.04,4,3.75,0.39
109916,Victoria,Blake,Female,Sales,Singapore,2022-11-05,,Active,693900,3.37,1,3.27,0.33
109917,Kyle,Salazar,Male,Sales,Singapore,2022-05-08,,Active,1361728,3.97,2,3.77,0.21
109918,Stephen,Weaver,Male,Marketing,USA,2022-09-01,,Active,1168829,3.41,1,3.45,0.32
109919,Regina,Malone,Male,HR,Germany,2022-12-09,,Active,803779,3.77,1,3.18,0.25
109920,Susan,Cox,Female,Operations,USA,2022-05-12,2023-11-28,Resigned,778590,3.44,1,3.76,0.31
109921,Taylor,Mullen,Male,Sales,Singapore,2022-08-15,,Active,800971,4.0,3,3.5,0.2
109922,Leah,Griffin,Female,Operations,Singapore,2022-11-30,,Active,426936,2.09,2,3.21,0.58
109923,James,Owens,Female,Sales,Singapore,2022-10-04,,Active,1143940,3.21,5,3.36,0.36
109924,Maria,Phelps,Male,HR,UK,2022-07-04,,Active,735898,3.99,4,3.61,0.2
109925,Rachel,Fleming,Female,Operations,Singapore,2022-07-24,2024-09-14,Terminated,897070,3.12,2,3.56,0.38
109926,Keith,Riley,Male,HR,India,2022-12-16,2024-11-01,Resigned,489995,3.49,3,3.16,0.3
109927,Rhonda,Robinson,Female,Finance,UK,2022-11-08,,Active,793889,3.93,3,3.27,0.21
109928,Rebecca,Copeland,Female,IT,UK,2022-01-11,,Active,1038408,2.33,1,4.09,0.53
109929,Valerie,Butler,Female,Sales,UK,2022-01-17,,Active,1694630,3.2,5,4.07,0.36
109930,James,Jones,Female,Finance,Germany,2022-04-10,,Active,642470,4.44,4,3.85,0.11
109931,Sandra,Rodriguez,Female,Marketing,India,2022-09-16,,Active,658877,3.05,4,3.41,0.39
109932,Jennifer,Scott,Male,Operations,India,2022-01-30,,Active,918146,2.94,1,4.04,0.41
109933,Jodi,Bell,Male,HR,USA,2022-05-20,2024-04-14,Resigned,466765,4.02,3,3.74,0.2
109934,David,Perkins,Female,Operations,Singapore,2022-04-17,,Active,593951,3.34,1,3.83,0.33
109935,Jennifer,Moore,Male,Operations,Germany,2022-06-07,,Active,783750,4.05,3,3.69,0.19
109936,Sarah,Turner,Male,Sales,USA,2022-12-21,2025-03-17,Resigned,475049,3.69,3,3.15,0.26
109937,Kayla,Phillips,Male,Operations,USA,2022-02-01,,Active,570305,4.18,3,4.03,0.16
109938,Joshua,Sandoval,Female,HR,India,2022-06-11,,Active,526952,2.08,2,3.68,0.58
109939,Adam,Baker,Female,Marketing,USA,2022-10-18,,Active,608256,2.71,3,3.32,0.46
109940,George,Hudson,Female,Operations,USA,2022-05-10,,Active,457055,4.19,4,3.76,0.16
109941,Amber,Sanchez,Male,Sales,USA,2022-09-22,,Active,1043454,3.47,1,3.39,0.31
109942,Jose,Torres,Female,HR,Germany,2022-12-16,,Active,1040733,3.72,2,3.16,0.26
109943,Richard,Holland,Male,Finance,Singapore,2022-11-22,,Active,1237849,3.33,4,3.23,0.33
109944,William,Miller,Female,IT,UK,2022-04-04,,Active,1588499,4.65,4,3.86,0.07
109945,Shannon,Garza,Female,Finance,Germany,2022-01-27,,Active,1000744,2.41,2,4.05,0.52
109946,Anthony,Jackson,Male,Finance,Singapore,2022-12-13,,Active,1283734,2.32,1,3.17,0.54
109947,Brian,Gibson,Female,Finance,UK,2022-09-16,,Active,1094247,3.54,3,3.41,0.29
109948,Annette,Cooper,Female,HR,USA,2022-06-10,,Active,1205395,3.74,4,3.68,0.25
109949,Nicole,Young,Male,IT,India,2022-11-01,,Active,1583799,2.65,2,3.28,0.47
109950,Mark,Cooper,Female,Operations,UK,2022-03-31,,Active,807136,3.49,2,3.87,0.3
109951,Brandon,Gross,Male,Operations,India,2022-03-23,,Active,857003,3.15,1,3.9,0.37
109952,Rachel,Jenkins,Male,Marketing,Singapore,2022-01-19,,Active,1023741,3.72,2,4.07,0.26
109953,Gregory,Guzman,Male,Finance,UK,2022-04-07,,Active,1277329,4.0,2,3.85,0.2
109954,Brenda,Gibson,Female,Finance,Singapore,2022-04-24,,Active,1122088,3.41,5,3.81,0.32
109955,Michael,Johnston,Female,Finance,India,2022-03-08,,Active,1035496,2.13,2,3.94,0.57
109956,Tony,Knight,Female,IT,India,2022-07-08,,Active,1385772,2.78,3,3.6,0.44
109957,Sarah,Gonzales,Male,HR,Germany,2022-01-10,,Active,895481,3.86,3,4.09,0.23
109958,Donald,Owens,Female,Sales,UK,2022-08-19,2023-06-26,Resigned,1254392,4.29,3,3.49,0.14
109959,Katherine,Campbell,Male,Sales,Germany,2022-12-08,2023-11-10,Terminated,838798,3.73,4,3.18,0.25
109960,Gail,Robles,Male,HR,Singapore,2022-02-10,,Active,1019412,2.41,2,4.01,0.52
109961,Sean,Nichols,Male,Finance,UK,2022-07-08,,Active,1016971,2.93,1,3.6,0.41
109962,Linda,Martin,Female,Operations,Germany,2022-10-20,,Active,411123,3.13,3,3.32,0.37
109963,Nichole,Ramos,Female,Finance,Germany,2022-06-03,,Active,855806,4.27,4,3.7,0.15
109964,Diane,Stewart,Female,Finance,Singapore,2022-02-05,,Active,1040944,3.73,4,4.02,0.25
109965,Leslie,Gilmore,Female,Marketing,India,2022-10-04,,Active,469413,4.18,4,3.36,0.16
109966,Julie,Phillips,Female,Operations,USA,2022-02-27,,Active,845261,4.07,5,3.96,0.19
109967,Brenda,Brown,Male,Operations,India,2022-03-15,,Active,350007,2.39,2,3.92,0.52
109968,Alicia,Jackson,Male,Sales,Germany,2022-10-02,2023-06-30,Resigned,1420957,4.68,4,3.37,0.06
109969,Nicole,Wilson,Female,IT,Germany,2022-10-12,,Active,1274190,3.95,1,3.34,0.21
109970,Courtney,Smith,Female,Finance,India,2022-10-13,,Active,1686957,3.85,4,3.34,0.23
109971,Kevin,Johnson,Female,Marketing,India,2022-11-23,,Active,917943,2.62,1,3.22,0.48
109972,Joel,Neal,Female,IT,Germany,2022-09-23,,Active,1277631,2.07,2,3.39,0.59
109973,Eric,Ho,Female,Operations,Singapore,2022-03-16,,Active,761070,3.47,2,3.92,0.31
109974,Hannah,Mccarthy,Female,Finance,UK,2022-01-13,,Active,619250,2.03,1,4.08,0.59
109975,Ronald,Moran,Male,Operations,Germany,2022-06-16,2023-07-17,Resigned,463532,3.87,2,3.66,0.23
109976,Jesse,Li,Female,HR,India,2022-07-03,,Active,1026720,2.37,1,3.62,0.53
109977,Mary,Porter,Male,Sales,Singapore,2022-10-04,2023-12-05,Resigned,561366,2.86,3,3.36,0.43
109978,Sarah,Garcia,Female,HR,Germany,2022-06-09,,Active,696448,3.48,1,3.68,0.3
109979,Samuel,Wong,Female,HR,Singapore,2022-01-13,2022-08-31,Terminated,1189958,2.83,3,4.08,0.43
109980,Latoya,Lewis,Male,IT,UK,2022-11-09,,Active,886410,2.05,1,3.26,0.59
109981,Yesenia,Mahoney,Female,HR,India,2022-08-23,2023-05-16,Terminated,928739,3.47,3,3.48,0.31
109982,Christopher,Ibarra,Male,Operations,Germany,2022-04-17,,Active,694056,3.55,2,3.83,0.29
109983,Sean,Smith,Female,Operations,Singapore,2022-11-19,2025-02-06,Resigned,1093815,4.13,4,3.24,0.17
109984,Samantha,Brady,Female,Operations,UK,2022-02-28,,Active,503900,4.18,4,3.96,0.16
109985,Tracy,Mcmillan,Male,IT,USA,2022-01-04,,Active,1928949,4.42,4,4.11,0.12
109986,Robert,Fuller,Female,Operations,USA,2022-09-22,,Active,855281,2.85,3,3.39,0.43
109987,Isabel,Rivers,Male,Finance,UK,2022-05-03,,Active,466689,2.72,2,3.78,0.46
109988,Matthew,Warren,Male,Sales,Germany,2022-01-19,,Active,1557096,3.42,4,4.07,0.32
109989,Debra,Lewis,Female,HR,Germany,2022-10-24,,Active,647238,4.47,4,3.31,0.11
109990,Daniel,Gilbert,Male,Sales,India,2022-08-26,,Active,1517077,3.86,4,3.47,0.23
109991,Karen,Andersen,Male,Operations,India,2022-02-14,,Active,427190,2.75,1,4.0,0.45
109992,Christopher,James,Male,Marketing,India,2022-11-02,,Active,1063372,2.32,2,3.28,0.54
109993,Kevin,Gibson,Female,Marketing,Germany,2022-10-31,,Active,447290,3.49,2,3.29,0.3
109994,Joseph,Moore,Female,Operations,USA,2022-11-20,,Active,930936,4.69,5,3.23,0.06
109995,Michael,Dudley,Female,Finance,Germany,2022-12-01,,Active,1379094,4.15,3,3.2,0.17
109996,Kristin,Nash,Female,Finance,UK,2022-02-09,,Active,1580835,3.36,5,4.01,0.33
109997,Heather,Jones,Male,Marketing,Singapore,2022-03-27,,Active,1258609,2.42,1,3.88,0.52
109998,Samuel,Brown,Female,Marketing,Germany,2022-08-30,,Active,489745,3.08,3,3.46,0.38
109999,Susan,Mueller,Female,Finance,USA,2022-11-12,,Active,1344834,2.76,1,3.25,0.45
110000,Diamond,Combs,Male,HR,Singapore,2022-05-20,,Active,745340,3.44,5,3.74,0.31
110001,Christina,Henry,Male,IT,Germany,2022-08-19,,Active,1265539,3.88,5,3.49,0.22
110002,Jon,Berg,Female,Sales,UK,2022-07-03,,Active,1207938,3.4,5,3.62,0.32
110003,Taylor,Ware,Male,IT,Singapore,2022-02-16,,Active,1109694,3.87,1,3.99,0.23
110004,Karen,Sanford,Male,Marketing,Singapore,2022-10-27,,Active,962742,3.43,4,3.3,0.31
110005,Kristen,Hampton,Male,HR,UK,2022-04-21,,Active,437868,3.23,1,3.82,0.35
110006,Janet,Wright,Male,Operations,UK,2022-09-21,2023-09-30,Resigned,654281,3.72,4,3.4,0.26
110007,Trevor,Gilbert,Female,IT,Singapore,2022-12-02,,Active,1185000,3.57,2,3.2,0.29
110008,Lisa,Estrada,Male,Sales,India,2022-05-22,,Active,739387,2.03,1,3.73,0.59
110009,Troy,King,Male,Operations,UK,2022-10-29,,Active,952953,3.51,5,3.29,0.3
110010,Jessica,Jones,Male,Operations,UK,2022-06-12,,Active,668543,4.29,3,3.67,0.14
110011,Natalie,Davis,Female,Operations,Germany,2022-04-16,2023-07-08,Terminated,547382,4.8,4,3.83,0.04
110012,Michael,Garza,Female,Operations,USA,2022-04-06,,Active,880459,3.37,5,3.86,0.33
110013,Trevor,Huang,Female,IT,Germany,2022-11-28,,Active,1839589,4.03,4,3.21,0.19
110014,Vanessa,Rodriguez,Female,Finance,Germany,2022-06-30,,Active,1133694,3.85,4,3.62,0.23
110015,Julia,Clements,Female,Sales,Singapore,2022-03-10,,Active,1809466,4.45,4,3.93,0.11
110016,Jesse,Esparza,Female,Marketing,UK,2022-06-26,,Active,808581,3.49,3,3.64,0.3
110017,Joseph,Murillo,Female,Marketing,Singapore,2022-08-06,,Active,1042143,4.44,5,3.52,0.11
110018,Leah,Skinner,Male,Marketing,Singapore,2022-04-19,,Active,1124413,3.06,1,3.82,0.39
110019,Tiffany,Jenkins,Female,HR,Germany,2022-07-27,,Active,977141,2.56,1,3.55,0.49
110020,Kathleen,Hanson,Male,IT,USA,2022-11-04,,Active,1807565,4.69,4,3.28,0.06
110021,Victor,Schultz,Female,HR,UK,2022-07-09,,Active,1202484,4.13,5,3.6,0.17
110022,Sean,Mcgee,Male,IT,Singapore,2022-08-19,,Active,947295,3.1,4,3.49,0.38
110023,Theresa,Lopez,Female,Operations,USA,2022-02-21,,Active,995552,3.36,4,3.98,0.33
110024,Susan,Johnson,Female,IT,Germany,2022-12-07,,Active,568134,3.85,2,3.19,0.23
110025,Elizabeth,Rogers,Female,Finance,Germany,2022-08-04,,Active,1052383,3.68,5,3.53,0.26
110026,Shawn,Bauer,Female,Marketing,India,2022-05-28,,Active,769197,4.1,4,3.72,0.18
110027,Donna,Ray,Female,Finance,India,2022-05-11,,Active,1025427,2.68,1,3.76,0.46
110028,Nathan,Maynard,Male,Marketing,USA,2022-03-11,,Active,1139227,3.35,1,3.93,0.33
110029,Amanda,Meyer,Male,Finance,Singapore,2022-06-23,,Active,457674,3.69,1,3.64,0.26
110030,William,Torres,Male,Operations,Singapore,2022-03-23,,Active,821421,3.55,5,3.9,0.29
110031,Peggy,Williams,Male,Sales,India,2022-02-09,,Active,1228980,3.41,4,4.01,0.32
110032,Ashlee,Fowler,Male,HR,Singapore,2022-03-10,2024-02-28,Terminated,1068811,2.91,3,3.93,0.42
110033,Chad,Randolph,Female,Finance,India,2022-09-04,,Active,1246315,3.54,2,3.44,0.29
110034,Tiffany,Cook,Female,Finance,USA,2022-10-20,,Active,1105582,4.2,4,3.32,0.16
110035,Robert,Miranda,Female,Marketing,Germany,2022-10-31,,Active,1279552,2.75,3,3.29,0.45
110036,Donna,Hill,Male,Sales,India,2022-08-04,,Active,894850,2.57,3,3.53,0.49
110037,Christopher,Robbins,Male,Sales,Germany,2022-07-10,,Active,727631,4.52,5,3.6,0.1
110038,Philip,Holmes,Female,Marketing,USA,2022-01-27,2022-06-13,Terminated,1136416,3.19,3,4.05,0.36
110039,Misty,Ellis,Male,IT,USA,2022-11-17,2023-08-11,Terminated,1457305,4.03,5,3.24,0.19
110040,Harry,Smith,Male,HR,Germany,2022-06-30,,Active,678267,4.76,5,3.62,0.05
110041,Eric,Johnson,Male,IT,India,2022-02-10,,Active,1054852,2.85,2,4.01,0.43
110042,Benjamin,Ramirez,Female,IT,Germany,2022-02-13,,Active,706545,3.17,5,4.0,0.37
110043,Cameron,Potts,Male,HR,Singapore,2022-03-20,,Active,622137,3.1,1,3.9,0.38
110044,Brandon,Campbell,Male,Finance,India,2022-03-20,2024-02-27,Resigned,735995,4.24,5,3.9,0.15
110045,Alexis,Black,Female,HR,India,2022-08-16,,Active,996966,3.97,5,3.5,0.21
110046,Justin,Henderson,Female,Marketing,India,2022-09-07,,Active,824318,4.29,3,3.44,0.14
110047,Mark,Cooley,Female,Marketing,USA,2022-01-12,,Active,918598,4.78,5,4.09,0.04
110048,Shawn,Weaver,Male,Finance,Germany,2022-12-08,,Active,1482865,3.73,4,3.18,0.25
110049,Sydney,Alexander,Female,Sales,India,2022-07-04,2024-11-20,Terminated,1294588,5.0,4,3.61,0.0
110050,Justin,Townsend,Female,Finance,India,2022-01-11,,Active,909835,3.58,1,4.09,0.28
110051,Kyle,Gould,Male,Sales,UK,2022-01-23,,Active,739645,2.58,3,4.06,0.48
110052,Matthew,Smith,Female,Finance,USA,2022-06-16,,Active,651060,3.55,1,3.66,0.29
110053,Tina,Burke,Female,Finance,UK,2022-01-08,,Active,699046,2.31,2,4.1,0.54
110054,Tiffany,Hansen,Male,Sales,USA,2022-08-05,2025-01-09,Terminated,520639,2.99,3,3.53,0.4
110055,Kristin,Martinez,Male,Sales,USA,2022-04-19,,Active,516671,3.3,2,3.82,0.34
110056,Jessica,Huff,Male,Marketing,USA,2022-01-03,,Active,883512,3.73,2,4.11,0.25
110057,Kimberly,Brown,Female,HR,India,2022-01-02,,Active,1092174,3.03,4,4.12,0.39
110058,Christian,Russell,Female,Finance,USA,2022-09-03,,Active,787190,3.3,3,3.45,0.34
110059,Adrian,Hurst,Female,Marketing,Germany,2022-02-21,,Active,973292,2.14,1,3.98,0.57
110060,Charles,Brown,Female,IT,UK,2022-03-31,,Active,1540760,4.85,4,3.87,0.03
110061,Todd,Diaz,Female,HR,USA,2022-01-31,,Active,1158550,4.97,4,4.04,0.01
110062,Travis,Delacruz,Female,Marketing,UK,2022-11-26,,Active,936448,3.35,1,3.22,0.33
110063,Tiffany,Williams,Male,Finance,UK,2022-12-15,,Active,771218,3.76,3,3.16,0.25
110064,Kyle,Hendricks,Male,HR,Singapore,2022-08-24,,Active,516811,4.78,4,3.47,0.04
110065,Kevin,Johnson,Male,Marketing,UK,2022-01-03,,Active,586274,3.66,4,4.11,0.27
110066,Michael,Shields,Female,Sales,Germany,2022-02-20,,Active,1368857,4.2,4,3.98,0.16
110067,Erica,Hudson,Female,Finance,Singapore,2022-02-10,,Active,739497,4.48,3,4.01,0.1
110068,Leslie,Powers,Male,Finance,Singapore,2022-05-19,,Active,625716,3.03,1,3.74,0.39
110069,David,Johnson,Male,Finance,India,2022-12-24,,Active,1254876,3.0,1,3.14,0.4
110070,Charles,Young,Female,IT,UK,2022-10-19,,Active,846239,3.14,1,3.32,0.37
110071,Meghan,Ortiz,Female,Operations,Germany,2022-04-13,,Active,968428,3.73,1,3.84,0.25
110072,Chloe,Lowe,Female,HR,India,2022-03-31,2023-05-20,Resigned,507179,2.9,3,3.87,0.42
110073,Adam,Gibson,Female,Marketing,UK,2022-09-06,,Active,1101504,3.77,2,3.44,0.25
110074,Christopher,Cook,Female,Finance,UK,2022-11-07,,Active,1180359,2.22,1,3.27,0.56
110075,Kimberly,Yates,Male,Finance,USA,2022-09-23,,Active,525978,3.25,2,3.39,0.35
110076,William,Parks,Female,Marketing,USA,2022-06-19,,Active,1031257,4.41,5,3.65,0.12
110077,Bianca,Moreno,Male,Marketing,India,2022-04-11,,Active,837765,4.52,5,3.84,0.1
110078,James,Bell,Male,HR,India,2022-04-28,,Active,1178048,4.09,3,3.8,0.18
110079,Richard,Mitchell,Female,Marketing,Singapore,2022-05-15,,Active,1323643,4.48,4,3.75,0.1
110080,Mary,Marsh,Female,Finance,USA,2022-11-16,,Active,667445,2.55,1,3.24,0.49
110081,Christopher,Ritter,Male,Operations,India,2022-08-03,,Active,846923,3.3,3,3.53,0.34
110082,Laurie,Turner,Female,Operations,Germany,2022-06-22,,Active,643088,2.79,1,3.65,0.44
110083,Stephanie,Gibson,Male,HR,Singapore,2022-10-12,,Active,477786,3.37,2,3.34,0.33
110084,Diana,Brown,Female,IT,India,2022-11-21,,Active,934104,3.88,1,3.23,0.22
110085,Matthew,Anderson,Female,Sales,USA,2022-09-29,,Active,1409463,3.18,4,3.38,0.36
110086,James,Perry,Male,Finance,USA,2022-04-02,,Active,627663,4.0,4,3.87,0.2
110087,Garrett,Jones,Female,IT,Germany,2022-11-18,,Active,898750,4.61,5,3.24,0.08
110088,Jennifer,Smith,Female,IT,Germany,2022-05-19,,Active,1325681,3.93,3,3.74,0.21
110089,William,Compton,Male,Finance,Germany,2022-10-13,,Active,1043476,4.27,5,3.34,0.15
110090,Gerald,Wells,Male,Operations,Singapore,2022-12-12,,Active,1033657,2.54,3,3.17,0.49
110091,Leslie,Martin,Female,HR,UK,2022-12-16,2023-03-23,Terminated,707960,3.1,4,3.16,0.38
110092,Evelyn,Carroll,Female,Operations,USA,2022-01-22,,Active,406971,3.64,2,4.06,0.27
110093,Chelsea,Wilkins,Male,IT,USA,2022-03-09,2023-10-02,Resigned,1142545,4.6,4,3.93,0.08
110094,Nicole,Harris,Male,Sales,UK,2022-04-10,,Active,1395247,2.03,2,3.85,0.59
110095,Anna,Elliott,Female,Marketing,UK,2022-03-20,,Active,442681,3.48,1,3.9,0.3
110096,Kristina,Yu,Male,HR,USA,2022-08-03,,Active,821714,2.74,2,3.53,0.45
110097,Sheila,Hunt,Female,HR,USA,2022-05-12,,Active,1083803,4.42,5,3.76,0.12
110098,Nicole,Wilcox,Male,HR,India,2022-12-21,,Active,1049616,4.0,3,3.15,0.2
110099,Kayla,Hudson,Male,HR,Germany,2022-12-13,,Active,649597,4.73,4,3.17,0.05
110100,Mark,Rubio,Female,Sales,Germany,2022-02-23,2024-06-29,Terminated,1544420,3.93,3,3.97,0.21
110101,John,White,Female,HR,India,2022-02-04,2022-11-15,Resigned,591804,3.88,5,4.02,0.22
110102,Caleb,Jenkins,Male,Finance,Singapore,2022-09-13,,Active,1130759,2.07,2,3.42,0.59
110103,Michael,Hawkins,Female,Marketing,Germany,2022-07-06,,Active,1131555,2.2,1,3.61,0.56
110104,Gina,Brown,Female,Finance,USA,2022-10-16,2024-04-28,Resigned,1085746,2.41,1,3.33,0.52
110105,Dawn,Roth,Male,IT,UK,2022-07-16,,Active,667176,2.79,1,3.58,0.44
110106,William,Kramer,Female,Operations,UK,2022-02-22,,Active,619791,4.58,4,3.98,0.08
110107,Gregory,Hayes,Female,Marketing,Singapore,2022-11-26,,Active,1211027,2.01,1,3.22,0.6
110108,Andrew,Phillips,Female,Operations,UK,2022-07-16,,Active,525171,2.79,2,3.58,0.44
110109,Stacy,Webb,Male,IT,Germany,2022-02-27,,Active,1338514,2.99,1,3.96,0.4
110110,Kurt,Edwards,Female,HR,UK,2022-11-16,,Active,619407,3.98,1,3.24,0.2
110111,Steven,Miller,Male,HR,India,2022-10-01,,Active,424880,2.47,1,3.37,0.51
110112,Linda,Ward,Male,Operations,UK,2022-10-22,,Active,1046793,4.45,3,3.31,0.11
110113,William,Baird,Female,HR,Singapore,2022-08-20,,Active,779342,4.14,4,3.48,0.17
110114,Jeffrey,Brown,Male,Sales,India,2022-04-16,,Active,861211,2.8,3,3.83,0.44
110115,Brandon,Howard,Male,Finance,USA,2022-06-22,,Active,1517680,4.99,4,3.65,0.0
110116,Dustin,Smith,Female,Marketing,UK,2022-10-31,,Active,1153165,2.85,3,3.29,0.43
110117,Amy,Hogan,Male,Operations,USA,2022-04-18,2023-11-18,Terminated,1051986,4.43,3,3.82,0.11
110118,Jennifer,Russell,Female,Sales,India,2022-05-07,,Active,825083,3.88,2,3.77,0.22
110119,Steven,Adams,Male,Sales,USA,2022-07-03,2023-09-11,Terminated,1252652,3.79,4,3.62,0.24
110120,Kendra,Oliver,Female,Finance,India,2022-04-16,,Active,611884,2.7,3,3.83,0.46
110121,Mark,Russell,Male,Finance,Germany,2022-11-27,,Active,890082,4.09,5,3.21,0.18
110122,Steven,Payne,Female,Sales,India,2022-02-04,,Active,1027091,3.84,1,4.02,0.23
110123,Christian,Mitchell,Male,Finance,UK,2022-01-23,,Active,966554,3.46,5,4.06,0.31
110124,Chelsey,Cook,Female,Sales,UK,2022-09-30,,Active,970154,3.03,1,3.37,0.39
110125,William,Smith,Female,IT,India,2022-03-20,2022-08-03,Resigned,1029951,3.56,1,3.9,0.29
110126,Alicia,Braun,Male,HR,Germany,2022-04-07,2023-05-29,Terminated,672333,2.14,2,3.85,0.57
110127,Kenneth,Walker,Male,Operations,India,2022-09-04,,Active,457261,3.42,1,3.44,0.32
110128,Jeffrey,Wagner,Male,IT,UK,2022-06-07,,Active,963708,4.64,5,3.69,0.07
110129,Stephanie,Payne,Female,Marketing,USA,2022-03-16,,Active,952381,3.0,3,3.92,0.4
110130,Jaime,Santos,Male,HR,USA,2022-02-23,,Active,795873,3.33,1,3.97,0.33
110131,Joann,Willis,Male,Finance,USA,2022-07-28,,Active,698196,2.5,2,3.55,0.5
110132,Lisa,Meadows,Female,Marketing,UK,2022-09-20,,Active,1299436,3.43,3,3.4,0.31
110133,Tamara,Vargas,Female,Finance,India,2022-09-19,2022-12-28,Terminated,1238504,3.37,2,3.4,0.33
110134,Ryan,Cline,Male,Sales,USA,2022-07-25,,Active,1800319,3.6,5,3.56,0.28
110135,Olivia,Fernandez,Male,IT,UK,2022-10-03,,Active,613833,3.59,3,3.36,0.28
110136,Cynthia,Lee,Female,Operations,Germany,2022-11-14,,Active,424968,2.23,2,3.25,0.55
110137,Michelle,Porter,Male,IT,Germany,2022-05-03,,Active,958380,4.12,4,3.78,0.18
110138,Bryan,Patterson,Male,Finance,Germany,2022-05-16,,Active,558994,3.98,1,3.75,0.2
110139,Michael,Johnson,Female,Operations,UK,2022-04-18,,Active,960134,3.0,1,3.82,0.4
110140,Diane,Freeman,Female,Sales,UK,2022-01-02,,Active,1234905,3.29,1,4.12,0.34
110141,Connie,Brady,Male,Finance,UK,2022-11-09,,Active,870210,2.68,3,3.26,0.46
110142,Matthew,Cervantes,Male,Operations,UK,2022-10-30,,Active,647711,4.66,4,3.29,0.07
110143,Tammy,Wong,Female,Marketing,UK,2022-08-12,,Active,1577450,3.01,4,3.51,0.4
110144,David,Cervantes,Female,Marketing,USA,2022-08-02,,Active,654588,4.61,4,3.53,0.08
110145,Peter,Swanson,Female,Operations,UK,2022-05-04,,Active,1093578,4.72,5,3.78,0.06
110146,Leslie,Morrison,Female,Finance,Germany,2022-05-19,,Active,676484,3.9,5,3.74,0.22
110147,John,Kennedy,Female,Operations,USA,2022-02-28,,Active,771377,3.56,3,3.96,0.29
110148,Laurie,Rush,Male,IT,UK,2022-01-04,,Active,2060188,3.11,5,4.11,0.38
110149,Julie,Williamson,Male,Marketing,Germany,2022-10-05,,Active,1182966,2.24,2,3.36,0.55
110150,Jesse,Short,Female,Operations,UK,2022-04-24,,Active,900335,3.02,2,3.81,0.4
110151,Susan,Williams,Male,HR,UK,2022-02-17,,Active,377998,2.82,1,3.99,0.44
110152,Mary,Norman,Male,Operations,UK,2022-07-07,2024-04-02,Resigned,803164,2.4,1,3.61,0.52
110153,Mallory,Sutton,Male,HR,USA,2022-01-12,2023-06-18,Terminated,847408,3.73,5,4.09,0.25
110154,Erin,Underwood,Male,IT,Singapore,2022-03-29,,Active,1671499,2.76,3,3.88,0.45
110155,Melissa,Curtis,Female,Operations,Singapore,2022-05-28,,Active,766047,2.77,3,3.72,0.45
110156,Robert,Mitchell,Male,Marketing,India,2022-05-26,,Active,885966,3.2,2,3.72,0.36
110157,Christopher,Hester,Female,Marketing,UK,2022-08-22,,Active,1084399,4.41,4,3.48,0.12
110158,Melissa,Rodriguez,Male,Finance,USA,2022-04-01,,Active,1197616,4.68,5,3.87,0.06
110159,Stephanie,Cole,Female,Sales,Singapore,2022-02-23,,Active,897871,3.16,2,3.97,0.37
110160,Latoya,Edwards,Female,IT,USA,2022-05-08,,Active,1746296,3.14,5,3.77,0.37
110161,Angela,Jones,Female,IT,USA,2022-08-07,,Active,730113,4.96,4,3.52,0.01
110162,Cassidy,Kim,Male,IT,India,2022-02-06,,Active,1453150,3.41,3,4.02,0.32
110163,Paul,Benson,Female,IT,UK,2022-12-23,,Active,621426,2.85,1,3.14,0.43
110164,Sara,Golden,Female,Sales,India,2022-08-11,,Active,851001,3.56,4,3.51,0.29
110165,Sara,Daniels,Male,Operations,UK,2022-03-24,,Active,937368,3.77,3,3.89,0.25
110166,Meghan,Lindsey,Female,HR,Singapore,2022-08-19,2024-02-15,Terminated,965238,4.26,3,3.49,0.15
110167,John,Duke,Male,Marketing,UK,2022-06-27,,Active,669395,3.52,2,3.63,0.3
110168,Melissa,Huffman,Male,Marketing,USA,2022-10-29,,Active,442249,2.57,2,3.29,0.49
110169,Veronica,Roberts,Male,Marketing,Germany,2022-08-20,,Active,1572629,3.95,5,3.48,0.21
